cited_count,count,prob
2365,1,2.5797571256696954e-08
2076,1,2.5797571256696954e-08
2191,1,2.5797571256696954e-08
24137,1,2.5797571256696954e-08
27,165558,0.004270994302116234
63,24854,0.0006411728360139461
397,184,4.746753111232239e-06
158,2378,6.134662444842536e-05
389,214,5.520680248933148e-06
447,140,3.6116599759375734e-06
796,27,6.965344239308177e-07
933,14,3.611659975937573e-07
2758,2,5.159514251339391e-08
754,36,9.287125652410903e-07
1516,4,1.0319028502678782e-07
2760,2,5.159514251339391e-08
856,13,3.353684263370604e-07
1531,4,1.0319028502678782e-07
2172,2,5.159514251339391e-08
4950,1,2.5797571256696954e-08
959,8,2.0638057005357563e-07
1693,3,7.739271377009086e-08
2170,1,2.5797571256696954e-08
1623,4,1.0319028502678782e-07
2703,1,2.5797571256696954e-08
3668,1,2.5797571256696954e-08
56,33545,0.0008653795278058992
51,41724,0.0010763778631144236
1267,7,1.8058299879687866e-07
2650,1,2.5797571256696954e-08
4493,1,2.5797571256696954e-08
2818,1,2.5797571256696954e-08
2864,1,2.5797571256696954e-08
2553,1,2.5797571256696954e-08
4671,1,2.5797571256696954e-08
2741,1,2.5797571256696954e-08
353,270,6.965344239308177e-06
178,1708,4.406225170643839e-05
1164,10,2.5797571256696954e-07
702,26,6.707368526741208e-07
2420,1,2.5797571256696954e-08
1698,2,5.159514251339391e-08
5182,1,2.5797571256696954e-08
2444,1,2.5797571256696954e-08
1739,1,2.5797571256696954e-08
4528,1,2.5797571256696954e-08
4076,1,2.5797571256696954e-08
341,267,6.887951525538086e-06
239,768,1.981253472514326e-05
234,780,2.0122105580223622e-05
610,63,1.625246989171908e-06
891,14,3.611659975937573e-07
1437,6,1.5478542754018172e-07
1923,1,2.5797571256696954e-08
3905,2,5.159514251339391e-08
1761,3,7.739271377009086e-08
3418,2,5.159514251339391e-08
16987,1,2.5797571256696954e-08
3595,1,2.5797571256696954e-08
150,2716,7.006620353318892e-05
279,517,1.3337344339712325e-05
574,69,1.7800324167120898e-06
1545,4,1.0319028502678782e-07
1955,2,5.159514251339391e-08
1514,5,1.2898785628348477e-07
1426,7,1.8058299879687866e-07
4975,1,2.5797571256696954e-08
1800,3,7.739271377009086e-08
2985,1,2.5797571256696954e-08
2259,1,2.5797571256696954e-08
3566,1,2.5797571256696954e-08
3318,2,5.159514251339391e-08
3253,1,2.5797571256696954e-08
14002,1,2.5797571256696954e-08
52,39379,0.0010158825585174693
146,2850,7.352307808158632e-05
346,299,7.71347380575239e-06
694,41,1.0577004215245751e-06
546,87,2.2443886993326347e-06
608,68,1.7542348454553928e-06
1307,6,1.5478542754018172e-07
1263,8,2.0638057005357563e-07
1762,2,5.159514251339391e-08
10397,1,2.5797571256696954e-08
1328,7,1.8058299879687866e-07
3961,1,2.5797571256696954e-08
1849,2,5.159514251339391e-08
2634,1,2.5797571256696954e-08
9119,1,2.5797571256696954e-08
3558,2,5.159514251339391e-08
2714,1,2.5797571256696954e-08
12971,1,2.5797571256696954e-08
4524,1,2.5797571256696954e-08
4447,1,2.5797571256696954e-08
1987,1,2.5797571256696954e-08
577,71,1.8316275592254836e-06
446,126,3.250493978343816e-06
459,105,2.70874498195318e-06
585,56,1.4446639903750293e-06
1236,10,2.5797571256696954e-07
1046,12,3.0957085508036343e-07
861,23,5.933441389040299e-07
1103,12,3.0957085508036343e-07
9859,1,2.5797571256696954e-08
5082,2,5.159514251339391e-08
1253,2,5.159514251339391e-08
4316,1,2.5797571256696954e-08
7395,1,2.5797571256696954e-08
2567,1,2.5797571256696954e-08
2658,1,2.5797571256696954e-08
174,1675,4.32109318549674e-05
1821,2,5.159514251339391e-08
712,47,1.2124858490647568e-06
825,32,8.255222802143025e-07
946,15,3.869635688504543e-07
2018,1,2.5797571256696954e-08
2455,2,5.159514251339391e-08
3238,2,5.159514251339391e-08
1641,2,5.159514251339391e-08
6079,1,2.5797571256696954e-08
2412,1,2.5797571256696954e-08
17,389340,0.010044026393082392
209,1095,2.8248340526083163e-05
79,14475,0.0003734198439406884
170,1846,4.762231653986257e-05
1346,3,7.739271377009086e-08
661,50,1.2898785628348476e-06
1060,11,2.837732838236665e-07
1342,6,1.5478542754018172e-07
1453,9,2.3217814131027257e-07
2786,3,7.739271377009086e-08
2107,2,5.159514251339391e-08
4681,1,2.5797571256696954e-08
236,817,2.107661571672141e-05
103,7394,0.00019074724187201727
253,659,1.700059945816329e-05
675,35,9.029149939843934e-07
989,8,2.0638057005357563e-07
2240,3,7.739271377009086e-08
1484,3,7.739271377009086e-08
2338,1,2.5797571256696954e-08
738,41,1.0577004215245751e-06
7556,1,2.5797571256696954e-08
2180,1,2.5797571256696954e-08
1116,13,3.353684263370604e-07
1629,4,1.0319028502678782e-07
2665,2,5.159514251339391e-08
1896,1,2.5797571256696954e-08
5612,1,2.5797571256696954e-08
592,51,1.3156761340915446e-06
1287,7,1.8058299879687866e-07
276,493,1.2718202629551597e-05
509,113,2.9151255520067557e-06
1334,11,2.837732838236665e-07
1250,11,2.837732838236665e-07
3137,2,5.159514251339391e-08
4067,1,2.5797571256696954e-08
4315,1,2.5797571256696954e-08
10513,1,2.5797571256696954e-08
11183,1,2.5797571256696954e-08
2572,1,2.5797571256696954e-08
3409,1,2.5797571256696954e-08
8134,1,2.5797571256696954e-08
5873,1,2.5797571256696954e-08
7610,1,2.5797571256696954e-08
3901,1,2.5797571256696954e-08
246,720,1.8574251304821806e-05
139,3374,8.704100542009552e-05
1196,3,7.739271377009086e-08
3427,1,2.5797571256696954e-08
3548,2,5.159514251339391e-08
1781,3,7.739271377009086e-08
1190,6,1.5478542754018172e-07
1770,1,2.5797571256696954e-08
4749,1,2.5797571256696954e-08
1888,2,5.159514251339391e-08
226,890,2.2959838418460287e-05
1009,13,3.353684263370604e-07
1121,11,2.837732838236665e-07
453,129,3.327886692113907e-06
242,756,1.9502963870062897e-05
430,138,3.5600648334241795e-06
726,36,9.287125652410903e-07
1997,1,2.5797571256696954e-08
817,27,6.965344239308177e-07
1230,10,2.5797571256696954e-07
977,9,2.3217814131027257e-07
4015,1,2.5797571256696954e-08
2954,1,2.5797571256696954e-08
6182,1,2.5797571256696954e-08
3873,1,2.5797571256696954e-08
2438,2,5.159514251339391e-08
41,68543,0.0017682429266477793
907,16,4.1276114010715126e-07
1114,9,2.3217814131027257e-07
499,93,2.3991741268728164e-06
1716,3,7.739271377009086e-08
2051,2,5.159514251339391e-08
1085,16,4.1276114010715126e-07
3017,2,5.159514251339391e-08
2171,4,1.0319028502678782e-07
1695,2,5.159514251339391e-08
1689,4,1.0319028502678782e-07
1273,3,7.739271377009086e-08
1574,4,1.0319028502678782e-07
1473,6,1.5478542754018172e-07
2556,2,5.159514251339391e-08
1783,1,2.5797571256696954e-08
4098,1,2.5797571256696954e-08
2935,1,2.5797571256696954e-08
8170,1,2.5797571256696954e-08
208,1147,2.9589814231431405e-05
28,153313,0.00395510304207798
33,108995,0.0028118062791236843
88,10730,0.0002768079395843583
248,684,1.7645538739580716e-05
519,88,2.270186270589332e-06
257,664,1.7129587314446776e-05
405,175,4.514574969921967e-06
384,207,5.340097250136269e-06
1673,5,1.2898785628348477e-07
6822,1,2.5797571256696954e-08
2769,1,2.5797571256696954e-08
1807,1,2.5797571256696954e-08
1595,2,5.159514251339391e-08
2460,1,2.5797571256696954e-08
2209,2,5.159514251339391e-08
2201,2,5.159514251339391e-08
2673,1,2.5797571256696954e-08
2848,2,5.159514251339391e-08
2704,1,2.5797571256696954e-08
3163,1,2.5797571256696954e-08
48357,1,2.5797571256696954e-08
22263,1,2.5797571256696954e-08
138,3364,8.678302970752855e-05
207,1109,2.860950652367692e-05
1321,8,2.0638057005357563e-07
511,99,2.5539595544129985e-06
1358,4,1.0319028502678782e-07
637,56,1.4446639903750293e-06
866,9,2.3217814131027257e-07
498,105,2.70874498195318e-06
2318,3,7.739271377009086e-08
1576,2,5.159514251339391e-08
671,34,8.771174227276964e-07
1683,2,5.159514251339391e-08
3615,1,2.5797571256696954e-08
3945,1,2.5797571256696954e-08
304,395,1.0190040646395296e-05
235,821,2.1179806001748198e-05
462,141,3.63745754719427e-06
307,374,9.64829165000466e-06
833,24,6.191417101607269e-07
769,28,7.223319951875146e-07
649,54,1.3930688478616354e-06
1100,9,2.3217814131027257e-07
813,25,6.449392814174238e-07
1206,10,2.5797571256696954e-07
865,21,5.41748996390636e-07
1855,4,1.0319028502678782e-07
2884,1,2.5797571256696954e-08
4635,1,2.5797571256696954e-08
3776,1,2.5797571256696954e-08
1948,1,2.5797571256696954e-08
3971,1,2.5797571256696954e-08
6963,1,2.5797571256696954e-08
714,38,9.803077077544843e-07
114,5652,0.00014580787274285118
1474,3,7.739271377009086e-08
599,63,1.625246989171908e-06
1425,6,1.5478542754018172e-07
434,136,3.5084696909107856e-06
646,62,1.5994494179152112e-06
742,40,1.0319028502678782e-06
678,38,9.803077077544843e-07
928,20,5.159514251339391e-07
1625,4,1.0319028502678782e-07
2853,1,2.5797571256696954e-08
2234,2,5.159514251339391e-08
1963,3,7.739271377009086e-08
2456,1,2.5797571256696954e-08
3811,1,2.5797571256696954e-08
2711,1,2.5797571256696954e-08
2630,1,2.5797571256696954e-08
5,2087774,0.053859498532879226
2134,2,5.159514251339391e-08
900,13,3.353684263370604e-07
794,27,6.965344239308177e-07
1597,3,7.739271377009086e-08
1083,2,5.159514251339391e-08
5754,1,2.5797571256696954e-08
3247,2,5.159514251339391e-08
1331,8,2.0638057005357563e-07
1363,5,1.2898785628348477e-07
2383,1,2.5797571256696954e-08
1723,2,5.159514251339391e-08
1700,3,7.739271377009086e-08
1884,1,2.5797571256696954e-08
3498,1,2.5797571256696954e-08
1,9675956,0.24961616438666442
319,331,8.538996085966692e-06
901,25,6.449392814174238e-07
404,180,4.643562826205452e-06
1040,7,1.8058299879687866e-07
539,88,2.270186270589332e-06
1071,10,2.5797571256696954e-07
1316,8,2.0638057005357563e-07
896,17,4.385587113638482e-07
9909,1,2.5797571256696954e-08
1118,8,2.0638057005357563e-07
1875,6,1.5478542754018172e-07
2242,2,5.159514251339391e-08
1583,2,5.159514251339391e-08
3412,2,5.159514251339391e-08
2628,2,5.159514251339391e-08
1845,2,5.159514251339391e-08
5443,1,2.5797571256696954e-08
2876,1,2.5797571256696954e-08
153,2595,6.694469741112859e-05
115,5451,0.0001406225609202551
2925,1,2.5797571256696954e-08
1074,8,2.0638057005357563e-07
718,26,6.707368526741208e-07
1562,5,1.2898785628348477e-07
3618,1,2.5797571256696954e-08
1953,1,2.5797571256696954e-08
2506,1,2.5797571256696954e-08
2293,3,7.739271377009086e-08
3641,1,2.5797571256696954e-08
6019,1,2.5797571256696954e-08
2959,1,2.5797571256696954e-08
5802,1,2.5797571256696954e-08
1132,7,1.8058299879687866e-07
377,222,5.727060818986724e-06
96,8713,0.00022477423835960054
250,671,1.7310170313243657e-05
1741,7,1.8058299879687866e-07
1136,7,1.8058299879687866e-07
1218,7,1.8058299879687866e-07
1257,8,2.0638057005357563e-07
2086,1,2.5797571256696954e-08
743,32,8.255222802143025e-07
929,13,3.353684263370604e-07
859,12,3.0957085508036343e-07
3632,1,2.5797571256696954e-08
1163,12,3.0957085508036343e-07
1367,5,1.2898785628348477e-07
7550,1,2.5797571256696954e-08
1685,6,1.5478542754018172e-07
2637,1,2.5797571256696954e-08
1609,5,1.2898785628348477e-07
1717,1,2.5797571256696954e-08
5500,1,2.5797571256696954e-08
2701,2,5.159514251339391e-08
3274,1,2.5797571256696954e-08
3259,1,2.5797571256696954e-08
1787,2,5.159514251339391e-08
328,299,7.71347380575239e-06
1115,14,3.611659975937573e-07
2850,2,5.159514251339391e-08
890,23,5.933441389040299e-07
849,24,6.191417101607269e-07
1469,3,7.739271377009086e-08
1790,4,1.0319028502678782e-07
2610,3,7.739271377009086e-08
1279,6,1.5478542754018172e-07
1726,2,5.159514251339391e-08
1560,5,1.2898785628348477e-07
1877,1,2.5797571256696954e-08
2390,1,2.5797571256696954e-08
2050,3,7.739271377009086e-08
3564,1,2.5797571256696954e-08
1126,9,2.3217814131027257e-07
4068,1,2.5797571256696954e-08
1130,5,1.2898785628348477e-07
1446,1,2.5797571256696954e-08
2396,3,7.739271377009086e-08
1534,4,1.0319028502678782e-07
10997,1,2.5797571256696954e-08
375,211,5.443287535163057e-06
185,1630,4.205004114841603e-05
1054,14,3.611659975937573e-07
349,281,7.249117523131844e-06
632,61,1.5736518466585142e-06
1774,7,1.8058299879687866e-07
3130,1,2.5797571256696954e-08
1838,2,5.159514251339391e-08
6663,1,2.5797571256696954e-08
1582,3,7.739271377009086e-08
5670,1,2.5797571256696954e-08
2366,1,2.5797571256696954e-08
104,7017,0.00018102155750824252
368,236,6.0882268165804804e-06
219,957,2.4688275692658984e-05
515,85,2.192793556819241e-06
944,14,3.611659975937573e-07
834,22,5.67546567647333e-07
2820,2,5.159514251339391e-08
623,49,1.2640809915781507e-06
1151,7,1.8058299879687866e-07
1075,20,5.159514251339391e-07
978,13,3.353684263370604e-07
1436,5,1.2898785628348477e-07
1388,7,1.8058299879687866e-07
1232,7,1.8058299879687866e-07
3291,1,2.5797571256696954e-08
1894,4,1.0319028502678782e-07
2296,3,7.739271377009086e-08
5803,1,2.5797571256696954e-08
3935,1,2.5797571256696954e-08
6692,1,2.5797571256696954e-08
9922,1,2.5797571256696954e-08
214,1010,2.6055546969263922e-05
719,39,1.0061052790111812e-06
461,116,2.9925182657768463e-06
538,81,2.089603271792453e-06
449,124,3.1988988358304223e-06
1284,9,2.3217814131027257e-07
1024,10,2.5797571256696954e-07
1478,3,7.739271377009086e-08
1622,7,1.8058299879687866e-07
1493,4,1.0319028502678782e-07
7896,1,2.5797571256696954e-08
1729,5,1.2898785628348477e-07
2231,1,2.5797571256696954e-08
1536,4,1.0319028502678782e-07
2322,1,2.5797571256696954e-08
252,619,1.5968696607895415e-05
419,132,3.405279405883998e-06
556,80,2.0638057005357564e-06
1475,10,2.5797571256696954e-07
9311,1,2.5797571256696954e-08
816,28,7.223319951875146e-07
593,62,1.5994494179152112e-06
818,20,5.159514251339391e-07
1208,10,2.5797571256696954e-07
1373,8,2.0638057005357563e-07
1647,4,1.0319028502678782e-07
2382,2,5.159514251339391e-08
874,13,3.353684263370604e-07
2193,1,2.5797571256696954e-08
1696,4,1.0319028502678782e-07
3571,1,2.5797571256696954e-08
1266,3,7.739271377009086e-08
2197,2,5.159514251339391e-08
2779,1,2.5797571256696954e-08
10,890148,0.02296365645900628
120,4790,0.00012357036631957841
748,45,1.160890706551363e-06
423,150,3.869635688504543e-06
485,116,2.9925182657768463e-06
1037,15,3.869635688504543e-07
500,96,2.4765668406429075e-06
806,17,4.385587113638482e-07
945,8,2.0638057005357563e-07
836,29,7.481295664442116e-07
1433,4,1.0319028502678782e-07
1087,11,2.837732838236665e-07
1278,10,2.5797571256696954e-07
3019,1,2.5797571256696954e-08
2773,1,2.5797571256696954e-08
3936,1,2.5797571256696954e-08
2737,1,2.5797571256696954e-08
3476,1,2.5797571256696954e-08
2210,1,2.5797571256696954e-08
89,10559,0.00027239655489946313
521,82,2.1154008430491502e-06
550,60,1.5478542754018173e-06
4092,2,5.159514251339391e-08
1666,2,5.159514251339391e-08
2463,1,2.5797571256696954e-08
2435,1,2.5797571256696954e-08
1706,3,7.739271377009086e-08
19177,1,2.5797571256696954e-08
2514,1,2.5797571256696954e-08
361,258,6.655773384227814e-06
644,50,1.2898785628348476e-06
1498,5,1.2898785628348477e-07
1045,14,3.611659975937573e-07
2147,4,1.0319028502678782e-07
8199,1,2.5797571256696954e-08
9024,1,2.5797571256696954e-08
2369,1,2.5797571256696954e-08
3517,1,2.5797571256696954e-08
5600,1,2.5797571256696954e-08
537,82,2.1154008430491502e-06
501,110,2.8377328382366647e-06
452,140,3.6116599759375734e-06
364,240,6.191417101607269e-06
1487,6,1.5478542754018172e-07
3320,1,2.5797571256696954e-08
1588,7,1.8058299879687866e-07
2543,2,5.159514251339391e-08
870,16,4.1276114010715126e-07
2238,4,1.0319028502678782e-07
2305,1,2.5797571256696954e-08
4244,1,2.5797571256696954e-08
1829,2,5.159514251339391e-08
1779,2,5.159514251339391e-08
2662,1,2.5797571256696954e-08
403,154,3.972825973531331e-06
356,225,5.804453532756814e-06
490,121,3.1215061220603313e-06
871,22,5.67546567647333e-07
784,23,5.933441389040299e-07
1543,3,7.739271377009086e-08
975,14,3.611659975937573e-07
2010,5,1.2898785628348477e-07
741,27,6.965344239308177e-07
1794,4,1.0319028502678782e-07
1928,1,2.5797571256696954e-08
1822,3,7.739271377009086e-08
2286,1,2.5797571256696954e-08
1066,15,3.869635688504543e-07
923,15,3.869635688504543e-07
1449,3,7.739271377009086e-08
1000,10,2.5797571256696954e-07
1517,3,7.739271377009086e-08
2009,1,2.5797571256696954e-08
1381,2,5.159514251339391e-08
1944,1,2.5797571256696954e-08
1864,3,7.739271377009086e-08
128,4076,0.00010515090044229678
1322,7,1.8058299879687866e-07
197,1268,3.271132035349174e-05
464,111,2.863530409493362e-06
497,106,2.734542553209877e-06
2064,3,7.739271377009086e-08
911,18,4.6435628262054515e-07
838,21,5.41748996390636e-07
697,43,1.109295564037969e-06
1112,9,2.3217814131027257e-07
1239,10,2.5797571256696954e-07
3226,1,2.5797571256696954e-08
1926,3,7.739271377009086e-08
1808,3,7.739271377009086e-08
1512,3,7.739271377009086e-08
1867,3,7.739271377009086e-08
4356,1,2.5797571256696954e-08
2970,1,2.5797571256696954e-08
2958,2,5.159514251339391e-08
6840,1,2.5797571256696954e-08
3493,1,2.5797571256696954e-08
6053,1,2.5797571256696954e-08
10610,1,2.5797571256696954e-08
85,11833,0.00030526266068049506
111,5975,0.0001541404882587643
106,6826,0.0001760942213982134
332,299,7.71347380575239e-06
867,14,3.611659975937573e-07
575,69,1.7800324167120898e-06
735,34,8.771174227276964e-07
1456,7,1.8058299879687866e-07
3084,1,2.5797571256696954e-08
2449,1,2.5797571256696954e-08
3917,2,5.159514251339391e-08
1310,5,1.2898785628348477e-07
815,24,6.191417101607269e-07
1228,5,1.2898785628348477e-07
2625,2,5.159514251339391e-08
1556,4,1.0319028502678782e-07
2808,2,5.159514251339391e-08
2805,1,2.5797571256696954e-08
1404,3,7.739271377009086e-08
1947,5,1.2898785628348477e-07
2299,1,2.5797571256696954e-08
2222,1,2.5797571256696954e-08
4383,1,2.5797571256696954e-08
2367,1,2.5797571256696954e-08
301,418,1.0783384785299326e-05
548,83,2.141198414305847e-06
411,169,4.359789542381785e-06
903,23,5.933441389040299e-07
1804,2,5.159514251339391e-08
2810,2,5.159514251339391e-08
1809,2,5.159514251339391e-08
3233,1,2.5797571256696954e-08
2951,3,7.739271377009086e-08
2339,1,2.5797571256696954e-08
4390,1,2.5797571256696954e-08
177,1738,4.48361788441393e-05
5102,1,2.5797571256696954e-08
1231,8,2.0638057005357563e-07
2426,1,2.5797571256696954e-08
1643,3,7.739271377009086e-08
4778,1,2.5797571256696954e-08
1435,3,7.739271377009086e-08
3165,2,5.159514251339391e-08
1734,1,2.5797571256696954e-08
2484,2,5.159514251339391e-08
1832,5,1.2898785628348477e-07
950,15,3.869635688504543e-07
1558,4,1.0319028502678782e-07
460,116,2.9925182657768463e-06
797,30,7.739271377009086e-07
3428,1,2.5797571256696954e-08
1754,3,7.739271377009086e-08
1876,4,1.0319028502678782e-07
1764,4,1.0319028502678782e-07
3208,1,2.5797571256696954e-08
2298,1,2.5797571256696954e-08
2006,2,5.159514251339391e-08
1879,6,1.5478542754018172e-07
3070,1,2.5797571256696954e-08
3178,1,2.5797571256696954e-08
3152,1,2.5797571256696954e-08
3048,1,2.5797571256696954e-08
448,153,3.9470284022746335e-06
179,1654,4.266918285857676e-05
306,382,9.854672220058236e-06
441,130,3.353684263370604e-06
563,80,2.0638057005357564e-06
557,84,2.166995985562544e-06
659,40,1.0319028502678782e-06
1023,11,2.837732838236665e-07
1237,6,1.5478542754018172e-07
1222,10,2.5797571256696954e-07
2434,4,1.0319028502678782e-07
1424,6,1.5478542754018172e-07
2017,4,1.0319028502678782e-07
1251,3,7.739271377009086e-08
2163,4,1.0319028502678782e-07
4249,1,2.5797571256696954e-08
1651,2,5.159514251339391e-08
3685,1,2.5797571256696954e-08
67,21316,0.0005499010289077523
48,47668,0.0012297186266642304
224,928,2.394014612621477e-05
517,98,2.5281619831563013e-06
673,40,1.0319028502678782e-06
755,35,9.029149939843934e-07
2085,5,1.2898785628348477e-07
1920,3,7.739271377009086e-08
2256,5,1.2898785628348477e-07
953,14,3.611659975937573e-07
2919,1,2.5797571256696954e-08
6142,1,2.5797571256696954e-08
4611,1,2.5797571256696954e-08
3288,2,5.159514251339391e-08
3115,1,2.5797571256696954e-08
2315,1,2.5797571256696954e-08
254,677,1.7464955740783838e-05
142,3106,8.012725632330073e-05
168,2014,5.195630851098766e-05
481,102,2.631352268183089e-06
927,24,6.191417101607269e-07
324,322,8.306817944656418e-06
4752,1,2.5797571256696954e-08
761,32,8.255222802143025e-07
749,28,7.223319951875146e-07
4259,1,2.5797571256696954e-08
1295,4,1.0319028502678782e-07
1314,5,1.2898785628348477e-07
1187,8,2.0638057005357563e-07
5679,2,5.159514251339391e-08
1400,5,1.2898785628348477e-07
2205,1,2.5797571256696954e-08
2405,2,5.159514251339391e-08
2559,1,2.5797571256696954e-08
100,7893,0.00020362022992910904
247,701,1.8084097450944563e-05
2503,1,2.5797571256696954e-08
467,120,3.0957085508036345e-06
992,18,4.6435628262054515e-07
528,93,2.3991741268728164e-06
1617,6,1.5478542754018172e-07
2664,1,2.5797571256696954e-08
3257,1,2.5797571256696954e-08
105,6736,0.00017377243998511067
318,364,9.39031593743769e-06
1172,10,2.5797571256696954e-07
131,3885,0.00010022356433226766
581,70,1.8058299879687867e-06
3717,1,2.5797571256696954e-08
3365,2,5.159514251339391e-08
850,22,5.67546567647333e-07
1013,12,3.0957085508036343e-07
2221,1,2.5797571256696954e-08
1412,4,1.0319028502678782e-07
4013,1,2.5797571256696954e-08
2072,3,7.739271377009086e-08
3360,1,2.5797571256696954e-08
14672,1,2.5797571256696954e-08
1970,2,5.159514251339391e-08
2347,1,2.5797571256696954e-08
294,409,1.0551206643989054e-05
451,151,3.89543325976124e-06
654,49,1.2640809915781507e-06
800,27,6.965344239308177e-07
2410,1,2.5797571256696954e-08
993,15,3.869635688504543e-07
5088,1,2.5797571256696954e-08
1765,4,1.0319028502678782e-07
1406,1,2.5797571256696954e-08
2452,1,2.5797571256696954e-08
3958,1,2.5797571256696954e-08
2115,1,2.5797571256696954e-08
4248,1,2.5797571256696954e-08
2131,1,2.5797571256696954e-08
108,6437,0.0001660589661793583
934,16,4.1276114010715126e-07
218,984,2.53848101165898e-05
333,298,7.687676234495691e-06
339,306,7.894056804549267e-06
1047,17,4.385587113638482e-07
1079,14,3.611659975937573e-07
1137,7,1.8058299879687866e-07
3294,1,2.5797571256696954e-08
1736,5,1.2898785628348477e-07
2487,1,2.5797571256696954e-08
2624,2,5.159514251339391e-08
6018,1,2.5797571256696954e-08
2547,1,2.5797571256696954e-08
3089,1,2.5797571256696954e-08
3211,1,2.5797571256696954e-08
44,58578,0.001511170129074794
132,3792,9.782439020539484e-05
309,381,9.82887464880154e-06
611,56,1.4446639903750293e-06
471,129,3.327886692113907e-06
392,196,5.056323966312603e-06
540,93,2.3991741268728164e-06
947,21,5.41748996390636e-07
1488,5,1.2898785628348477e-07
1068,12,3.0957085508036343e-07
2604,2,5.159514251339391e-08
1332,7,1.8058299879687866e-07
2443,4,1.0319028502678782e-07
804,22,5.67546567647333e-07
6812,1,2.5797571256696954e-08
2768,1,2.5797571256696954e-08
3006,1,2.5797571256696954e-08
1793,2,5.159514251339391e-08
2813,1,2.5797571256696954e-08
3153,2,5.159514251339391e-08
3991,1,2.5797571256696954e-08
345,273,7.042736953078268e-06
127,4112,0.00010607961300753786
123,4543,0.00011719836621917426
641,49,1.2640809915781507e-06
951,17,4.385587113638482e-07
1011,18,4.6435628262054515e-07
746,28,7.223319951875146e-07
1007,13,3.353684263370604e-07
1357,2,5.159514251339391e-08
552,74,1.9090202729955747e-06
683,32,8.255222802143025e-07
1486,7,1.8058299879687866e-07
1410,1,2.5797571256696954e-08
1561,3,7.739271377009086e-08
2629,1,2.5797571256696954e-08
4541,1,2.5797571256696954e-08
4867,1,2.5797571256696954e-08
1657,2,5.159514251339391e-08
1815,1,2.5797571256696954e-08
210,1077,2.778398424346262e-05
590,60,1.5478542754018173e-06
1117,15,3.869635688504543e-07
1255,10,2.5797571256696954e-07
1555,4,1.0319028502678782e-07
2674,1,2.5797571256696954e-08
205,1182,3.04927292254158e-05
731,37,9.545101364977873e-07
1998,2,5.159514251339391e-08
994,18,4.6435628262054515e-07
2195,1,2.5797571256696954e-08
1569,3,7.739271377009086e-08
2778,1,2.5797571256696954e-08
3369,1,2.5797571256696954e-08
2964,1,2.5797571256696954e-08
4571,1,2.5797571256696954e-08
2265,1,2.5797571256696954e-08
225,863,2.226330399452947e-05
323,338,8.71957908476357e-06
352,260,6.707368526741208e-06
682,49,1.2640809915781507e-06
981,15,3.869635688504543e-07
3147,2,5.159514251339391e-08
1244,7,1.8058299879687866e-07
559,63,1.625246989171908e-06
1857,4,1.0319028502678782e-07
1308,4,1.0319028502678782e-07
1678,3,7.739271377009086e-08
1577,2,5.159514251339391e-08
1627,4,1.0319028502678782e-07
5151,1,2.5797571256696954e-08
2052,2,5.159514251339391e-08
4040,1,2.5797571256696954e-08
2199,2,5.159514251339391e-08
1663,4,1.0319028502678782e-07
1688,2,5.159514251339391e-08
2013,1,2.5797571256696954e-08
1866,2,5.159514251339391e-08
4312,1,2.5797571256696954e-08
1885,1,2.5797571256696954e-08
13796,1,2.5797571256696954e-08
249,687,1.7722931453350808e-05
220,947,2.4430299980092014e-05
383,202,5.211109393852785e-06
381,192,4.953133681285815e-06
822,20,5.159514251339391e-07
688,46,1.1866882778080598e-06
795,37,9.545101364977873e-07
819,20,5.159514251339391e-07
762,29,7.481295664442116e-07
1842,5,1.2898785628348477e-07
1155,11,2.837732838236665e-07
1084,13,3.353684263370604e-07
1354,4,1.0319028502678782e-07
16507,1,2.5797571256696954e-08
2899,2,5.159514251339391e-08
2061,2,5.159514251339391e-08
3666,1,2.5797571256696954e-08
1856,2,5.159514251339391e-08
3119,1,2.5797571256696954e-08
12331,1,2.5797571256696954e-08
61,27174,0.000701023201329483
303,423,1.0912372641582811e-05
2735,2,5.159514251339391e-08
6589,2,5.159514251339391e-08
1813,3,7.739271377009086e-08
1968,2,5.159514251339391e-08
2732,3,7.739271377009086e-08
1309,13,3.353684263370604e-07
8779,1,2.5797571256696954e-08
2980,1,2.5797571256696954e-08
2312,1,2.5797571256696954e-08
4424,1,2.5797571256696954e-08
3285,1,2.5797571256696954e-08
10749,1,2.5797571256696954e-08
379,221,5.7012632477300265e-06
988,12,3.0957085508036343e-07
777,24,6.191417101607269e-07
1005,17,4.385587113638482e-07
1392,5,1.2898785628348477e-07
2680,1,2.5797571256696954e-08
940,19,4.901538538772421e-07
995,10,2.5797571256696954e-07
4906,1,2.5797571256696954e-08
1348,6,1.5478542754018172e-07
1207,10,2.5797571256696954e-07
7623,1,2.5797571256696954e-08
3357,1,2.5797571256696954e-08
3415,1,2.5797571256696954e-08
2190,1,2.5797571256696954e-08
2056,2,5.159514251339391e-08
2226,1,2.5797571256696954e-08
535,79,2.038008129279059e-06
580,73,1.8832227017388775e-06
2266,4,1.0319028502678782e-07
567,65,1.676842131685302e-06
1745,3,7.739271377009086e-08
2416,2,5.159514251339391e-08
4663,1,2.5797571256696954e-08
1432,2,5.159514251339391e-08
3057,2,5.159514251339391e-08
1925,2,5.159514251339391e-08
5822,1,2.5797571256696954e-08
3590,1,2.5797571256696954e-08
